coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Tue Jun 01 16:26:13 +0000 2021,,,https://share.legia.com/7gfS,0,1399764230019203074,,,,pl,,false,,7,1399763484284538884,LegiaWarszawa,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Paweł Wszołek odchodzi z Legii Warszawa. Dziękujemy i życzymy powodzenia.

➡️ https://t.co/kntd8XDyQA https://t.co/zoINR8zCX6",https://twitter.com/dirtyjary/status/1399764230019203074,Wed Mar 10 11:27:41 +0000 2010,121723729,false,"Były Nastolatek. Tu polityka,sport,film,muza,historia,memy,kebaby+dużo uśmiechu😉😂😁ale nie dla SilnychRazem 🤮😡ps
Prawa Strona średnio!🇵🇱⚽♥️ #toruń P600!",421811,2520,2682,36,"Kujawsko-Pomorskie, Polska",Bodzianowicz,dirtyjary,151281,,,false
,Tue Jun 01 17:06:29 +0000 2021,,,,0,1399774365290479619,,,,pl,,,,2,1399436184741462016,toadallycreepy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chciałam Wam pokazać dziewczynkę, która przełamała swój wstyd i pojechała na pierwsze fanowskie wydarzenie w swoim życiu. (Mogłam przestać się wstydzić i zostać kosplejarą?)
Koniec lat 90-tych (?), Warszawa, sentymentalizowane. A w czwartek #SailorMoonEternal. https://t.co/MUe66jGNXZ",https://twitter.com/Pawel_bez_psa/status/1399774365290479619,Thu May 19 11:50:52 +0000 2016,733263649909919744,false,"#charcikwłoski #italiangreyhound
#charcik #iggy #piccololevrieroitaliano
#koty #kot #kicia #kotki",197925,329,415,2,Polska,Paweł,Pawel_bez_psa,91025,,,false
,Tue Jun 01 16:24:14 +0000 2021,,,,0,1399763733136789509,,,,pl,,,,112,1399738039308632071,PR24_pl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stołeczna policja publikuje wizerunek mężczyzny, który okradł 90-letniego powstania warszawskiego Janusza Badurę. Stracił on 23 tys. złotych, kiedy chciał pomóc nieznajomemu, który poprosił go o pieniądze na paliwo.
https://t.co/74x9pS6cNA",https://twitter.com/maciekjaski1/status/1399763733136789509,Fri May 01 18:46:38 +0000 2020,1256293776907272193,false,"Prawak , Katol i Moher - Deus vult✝️",90857,1823,1978,1,Ireland,maciekjaski ✝️🇵🇱,maciekjaski1,36757,,,false
,Tue Jun 01 17:03:10 +0000 2021,DzieńDziecka,,,0,1399773530187784192,,,,pl,,,,7,1399773031824826373,dobrogowski_,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jako @mlodalewica_ postulujemy rozwój sieci żłobków. 

W dzisiejszy #DzieńDziecka pytam ratusz @warszawa o sytuację najmłodszych w stolicy. Żłobki to zapewnienie opieki dzieciom, ale także szybki powrót kobiet do aktywności zawodowej. https://t.co/5leunJrceB",https://twitter.com/Lewica_News/status/1399773530187784192,Tue Oct 29 03:52:51 +0000 2019,1189027237498150912,false,"Profil nieoficjalny (fanpage) z treściami wspierającymi środowiska lewicowe.
#Lewica #NowaLewica #LEWICAwMEDIACH @__Lewica @wiosnabiedronia @partiarazem",31414,12233,96,62,,Lewica News 🗞️📻📺,Lewica_News,45129,,,false
,Tue Jun 01 17:04:09 +0000 2021,,,,0,1399773776322207749,,,,pl,,,,51,1399756253312729089,PaulinaPLove,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rafał jest Warszawie tak samo potrzebny jak i Pałac Kultury.

Oprócz wysokości, Warszawa nie ma z nich żadnego pożytku.
🤷‍♀️",https://twitter.com/MariaL19111/status/1399773776322207749,Sun Apr 15 15:20:39 +0000 2018,985538400404066304,false,"Moher, szarańcza......... dinozaur. Emerytka. Szczęśliwa żona, matka i babcia 2 wnucząt. Życie jest cudem. 
❤️ po prawej stronie🇵🇱🇵🇱🇵🇱 Popieram PiS.",209177,6166,5521,7,Zachodniopomorskie,Maria L. #MuremZaPolskimMundurem,MariaL19111,97450,,,false
,Tue Jun 01 16:54:12 +0000 2021,,https://twitter.com/JankoPako/status/1399771272955969537/photo/1,,36,1399771272955969537,trzaskowski_,1399761977321340933,370112160,pl,,false,,9,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@trzaskowski_ Trzaskowski, bierzesz pieniądze za zajmowanie się Warszawą a nie sprawami ""globalnymi""!...

Zadbaj o interesy Polaków a nie firm zagranicznych! https://t.co/KrGpGnMFEa",https://twitter.com/JankoPako/status/1399771272955969537,Thu Dec 12 14:35:23 +0000 2019,1205133611487367168,false,"NARODOWIEC (bezpartyjny).
Nic wspólnego z #KonfedeRussia!",55665,2214,2162,31,Dallas TX,West_USA²,JankoPako,49701,,,false
,Tue Jun 01 16:45:48 +0000 2021,,,,0,1399769159110737926,krzwozniak,1399488531526045704,456984257,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@krzwozniak @bartiniPL @wbartelski @ZDM_Warszawa @warszawa @WTP_Warszawa Napisałem, że tramwaje zyskują pierwszeństwo. Tak, to jest pewne uproszczenie.",https://twitter.com/m_dutkiewicz/status/1399769159110737926,Thu Nov 24 08:39:16 +0000 2011,420173471,false,Rzecznik Tramwajów Warszawskich. W przeszłości - kolejarz. A w prehistorii - dziennikarz ekonomiczny w TV. Lubię lokalne i miejskie.,48029,1013,1427,11,Warszawa,Maciej Dutkiewicz 💙💛,m_dutkiewicz,3299,,,false
,Tue Jun 01 17:00:13 +0000 2021,,,https://tvn24.pl/tvnwarszawa/wola/warszawa-powstaniec-okradziony-z-oszczednosci-w-swoim-mieszkaniu-policja-szuka-sprawcy-5110197,0,1399772787363958784,,,,pl,,false,,2,1399760730719756291,tvnwarszawa,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Sprawcy szuka policja.

https://t.co/J5YwjOPMTy",https://twitter.com/tvn24/status/1399772787363958784,Wed Apr 23 13:12:25 +0000 2008,14493047,false,Najnowsze informacje z Polski i ze świata.,56,1911494,71,2131,Poland,tvn24,tvn24,370154,,http://www.tvn24.pl,true
,Tue Jun 01 16:22:02 +0000 2021,UTRUDNIENIA,,https://tvn24.pl/tvnwarszawa/ulice/warszawa-powazkowska-zderzenie-dwoch-aut-przed-wiaduktem-s8-5110277,1,1399763176430964739,,,,pl,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#UTRUDNIENIA | Przed węzłem z trasą S8 zderzyły się dwa samochody osobowe.

https://t.co/ym8h5AyPj7",https://twitter.com/tvnwarszawa/status/1399763176430964739,Tue May 12 19:02:00 +0000 2009,39568364,false,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,true
,Tue Jun 01 17:02:04 +0000 2021,WARSZAWA MAPA Korkometr Traffic AutoMapaAlert Korek Utrudnienia KorkometrWARSZAWA,https://twitter.com/AutoMapa/status/1399773253766365192/photo/1,,0,1399773253766365192,,,,pl,,false,,0,,,"<a href=""https://www.korkometr.pl"" rel=""nofollow"">KorkometrPL</a>","#WARSZAWA
Aktualna #MAPA korków przekraczających 10 minut

⚠️ #Korkometr: 5/12
🕖 Godzina: 19:00

#Traffic #AutoMapaAlert #Korek #Utrudnienia #KorkometrWARSZAWA
.@tvnwarszawa .@rdcpolskieradio .@GazetaStoleczna https://t.co/FcjtgVrprx",https://twitter.com/AutoMapa/status/1399773253766365192,Thu Apr 23 08:29:11 +0000 2009,34567578,false,"Oficjalny profil AutoMapy - najpopularniejszego polskiego programu do nawigacji. Ominiemy z Tobą korki, ostrzeżemy przed radarami. #Korkometr #Nawigacja #AutoCB",439,1906,139,18,Polska,AutoMapa,AutoMapa,62163,,https://www.automapa.pl,false
,Tue Jun 01 17:11:13 +0000 2021,,,,0,1399775556594507776,,,,pl,,,,112,1399738039308632071,PR24_pl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stołeczna policja publikuje wizerunek mężczyzny, który okradł 90-letniego powstania warszawskiego Janusza Badurę. Stracił on 23 tys. złotych, kiedy chciał pomóc nieznajomemu, który poprosił go o pieniądze na paliwo.
https://t.co/74x9pS6cNA",https://twitter.com/GrazynaZeta/status/1399775556594507776,Mon Jul 09 18:44:03 +0000 2018,1016392555641131008,false,"Szanować wartości, dążyć do prawdy.",377666,598,92,2,"Warszawa, Polska",Grazyna 🇵🇱,GrazynaZeta,118256,,,false
,Tue Jun 01 16:44:02 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27151846,policja-szuka-mezczyzny-ktory-okradl-92-letniego-powstanca.html",0,1399768712513732616,,,,pl,,false,,4,1399764054453927940,ANikan9999,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Niech złapią szybko tego k......a
https://t.co/6PF7oFa40X",https://twitter.com/maria_pellowska/status/1399768712513732616,Fri Jun 16 04:49:07 +0000 2017,875575944752136193,false,"#SilniRazem
#zostajeMywUE
#PoZwyciestwo
#MuramZaGrodzkim
#MuremZaSędziami
#Trzaskowski2020
#AkcjaD
#OpozycjaToMy",49138,726,1124,1,,Maria Pellowska,maria_pellowska,25349,,,false
,Tue Jun 01 17:03:17 +0000 2021,,,,0,1399773557597609984,,,,pl,,,,51,1399756253312729089,PaulinaPLove,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rafał jest Warszawie tak samo potrzebny jak i Pałac Kultury.

Oprócz wysokości, Warszawa nie ma z nich żadnego pożytku.
🤷‍♀️",https://twitter.com/Bodziahna/status/1399773557597609984,Sat Apr 18 12:57:15 +0000 2020,1251494902233534464,true,,34809,401,930,0,,Bogumiła,Bodziahna,27649,,,false
,Tue Jun 01 16:43:37 +0000 2021,,,,0,1399768609203888128,KuczynskiG,1399767395699507201,363587532,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@KuczynskiG @2k2b1 Turcja. Kierunek chiński jest ryzykowny pod wieloma względami. Trzeba inwestowac w sojusz Warszawa-Kijów-Bukareszt-Ankara.,https://twitter.com/Arek_Stankowski/status/1399768609203888128,Mon Dec 01 21:41:08 +0000 2014,2915974442,false,"Przez brak gwoździa koń stracił podkowę,
Przez brak podkowy przepadł koń,
Przez brak konia przegrano bitwę,
Przez bitwę przegrano królestwo",18022,471,3050,4,Polska,Arkadiusz Stankowski 🇵🇱,Arek_Stankowski,17775,,,false
,Tue Jun 01 16:36:50 +0000 2021,niedasie,,,1,1399766902134788098,MarcinDobrzan,1399752753119961094,725670849156661200,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MarcinDobrzan @GDDKiA_Warszawa No jak Urzędnikom nie zależy, to nie będzie. A po co to komu, przecież będą wnęki ze stacjonarnymi telefonami awaryjnymi. @jarek_osowski
#niedasie",https://twitter.com/LombatSsc/status/1399766902134788098,Sun Apr 18 14:59:20 +0000 2021,1383797233154367495,false,"Energy / Transport / Urban Planning | @dradomski@mastodon.energy |
Road Designer | Eletrical Eng. | @BiznesAlert | Personal vievs | 
#100latplanowania={sarkazm}",27895,1177,1046,16,Warsaw,Daniel Radomski | Polska2044 ⚛⚡🚋🛣💯,LombatSsc,8823,,https://www.linkedin.com/in/daniel-radomski-4ab92718a/,false
,Tue Jun 01 17:11:21 +0000 2021,Warszawa MEiN,,,0,1399775586734817283,,,,pl,,,,14,1399627906603786244,pisorgpl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister @MEIN_GOV_PL @CzarnekP w #Warszawa: Podjęliśmy decyzję, aby przeznaczyć 42 mln zł z #MEiN na szkolenia 40 tys. nauczycieli wychowania fizycznego. Trzeba zachęcać dzieci i młodzież do tego, aby ćwiczyły na zajęciach pozalekcyjnych.",https://twitter.com/ROGERZDZISLAWKN/status/1399775586734817283,Tue Apr 23 19:46:09 +0000 2013,1375330824,false,"""Petite, et dabitur vobis; quaerite et invenietis; pulsate, et aperietur vobis» Mt 7, 7 Szukam PRAWA co służy prawdzie i sprawiedliwości 🇵🇱 od 07.1981 we🇫🇷",21698,1084,4968,6,FRANCE - POLOGNE,ROGER ZDZISLAW KNADE,ROGERZDZISLAWKN,26699,,,false
,Tue Jun 01 16:23:15 +0000 2021,,https://twitter.com/LegiaWarszawa/status/1399763484284538884/photo/1,https://share.legia.com/7gfS,296,1399763484284538884,,,,pl,,false,,7,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Paweł Wszołek odchodzi z Legii Warszawa. Dziękujemy i życzymy powodzenia.

➡️ https://t.co/kntd8XDyQA https://t.co/zoINR8zCX6",https://twitter.com/LegiaWarszawa/status/1399763484284538884,Wed Jul 08 19:52:06 +0000 2009,55007258,false,"Oficjalne konto najlepszego klubu piłkarskiego w Polsce. 

🇬🇧 @LegiaWarsawEN",20180,342830,270,467,Polska - Warszawa,Legia Warszawa 👑,LegiaWarszawa,69259,,http://www.legia.com,true
,Tue Jun 01 16:55:56 +0000 2021,,,https://share.legia.com/7gfS,0,1399771708920373257,,,,pl,,false,,7,1399763484284538884,LegiaWarszawa,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Paweł Wszołek odchodzi z Legii Warszawa. Dziękujemy i życzymy powodzenia.

➡️ https://t.co/kntd8XDyQA https://t.co/zoINR8zCX6",https://twitter.com/mario76wawpl/status/1399771708920373257,Sun Oct 09 13:45:48 +0000 2011,387678558,false,,259075,1578,4905,39,war saw,Mariusz Pepłoński,mario76wawpl,320755,,,false
,Tue Jun 01 16:41:55 +0000 2021,,https://twitter.com/ewitsoe/status/1399644207908855809/photo/1,,0,1399768182181666817,,,,pl,,false,,3,1399644207908855809,ewitsoe,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viktoria. Warszawa https://t.co/emvw3Hw56T,https://twitter.com/RawExports/status/1399768182181666817,Tue Dec 01 02:17:43 +0000 2020,1333596066449506304,false,Paying It Forward within the Creative Community! 🔂 Tag us @RawExports to be featured on the page! 📌 Join us and let’s help each other out!,13941,4244,2291,55,United States,Raw Exports 📌,RawExports,13343,,,false
,Tue Jun 01 16:47:05 +0000 2021,,,https://legia.net/news/mistrzowie-opuscili-legie-dziekujemy-za-wszystko/81372,14,1399769482944462848,,,,pl,,false,,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Siedmiu zawodników (nie licząc graczy wypożyczonych) zakończyło współpracę z pierwszym zespołem Legii Warszawa. Ich umowy nie zostały przedłużone. Zapraszamy na podsumowanie występów tych piłkarzy w barwach stołecznego klubu.

https://t.co/RFGwh2bIQ0",https://twitter.com/LegiaNet/status/1399769482944462848,Fri Oct 28 07:09:16 +0000 2011,399912837,false,"https://t.co/R0PsqvTnZo - Serwis informacyjny o Legii Warszawa! Relacje, wywiady, artykuły, komentarze, zdjęcia, materiały wideo i wiele innych!",5378,40727,91,101,Warszawa,Legia.Net,LegiaNet,40689,,http://www.legia.net,true
,Tue Jun 01 16:51:38 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27151642.html",0,1399770627792384002,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Odbudowa Pałacu Saskiego. Andrzej Duda zapowiada specustawę, która ułatwi inwestycję‼️⤵️ https://t.co/tGrhFnSQ6K",https://twitter.com/RyszardZajdel/status/1399770627792384002,Tue Feb 03 17:13:25 +0000 2015,3014760993,false,"Kosmologia,Astronomia, fizyka,historia,polityka i sport to moje życiowe pasje.Były działacz NSZZ Solidarność w latach;1980-96 i były warszawski radny.",15394,251,379,1,"Warszawa, Mazowieckie",Ryszard Zajdel,RyszardZajdel,31664,,,false
,Tue Jun 01 16:26:28 +0000 2021,,,,0,1399764295097929731,,,,pl,,,,2,1399759137555243008,WitoldUrbanowic,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Usterka w tureckich autobusach Otokar została usunięta i od jutra @ArrivaPolska wraca do obsługi komunikacji @WTP_Warszawa z wykorzystaniem autobusów tej marki (25 wozów + 9 rezerwy)
https://t.co/BnXV7dtzHJ",https://twitter.com/Lukasz_Malin/status/1399764295097929731,Fri Jan 03 17:45:46 +0000 2014,2274845946,false,"Redaktor naczelny/ dziennikarz w ZDG TOR. 
#mobilność #transport #infrastruktura
@RynekKolejowy, @RInfrastruktury, @TrnsprtPblczn @RynekLotniczy.",21177,3160,900,34,Warszawa,Lukasz Malinowski,Lukasz_Malin,16095,,http://www.rynek-kolejowy.pl,false
,Tue Jun 01 17:01:44 +0000 2021,,,https://www.siepomaga.pl/eliza-ambroziak,0,1399773166306836481,,,,pl,,true,,15,1399731662066434057,AnetaW18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","https://t.co/YwyTUl6OXI
14 letnia Eliza jest uwięziona w swoim mieszkaniu .Mieszkając na 2 piętrze. Nigdy jeszcze nie zdarzyło jej sie""wyjść z domu"" kiedy chce.
Jedynie wtedy kiedy może,będąc uzależniona każdorazowo od  wsparcia osób trzecich.
#POMOC 
#DzieńDziecka
#Warszawa https://t.co/OjNnNgDYIN",https://twitter.com/JaroslawPazura/status/1399773166306836481,Fri Nov 13 10:31:13 +0000 2020,1327197013503582209,false,"any pronouns artysta, wizjoner, recenzent, filozof, geniusz deluxe: @azeakmihesoyam obserwujcie @joker_podcast",104950,350,388,8,🇵🇱,Arkadiusz Nornica 🇺🇦🇦🇲🇵🇸,JaroslawPazura,42228,,https://twitter.com/JaroslawPazura,false
,Tue Jun 01 16:52:21 +0000 2021,,,https://twitter.com/dmowski_p/status/1399035315441000448,0,1399770808365498368,RobGrzechnik,1398586077796052998,739198307529023500,pl,,false,1399035315441000448,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@RobGrzechnik @Partia_KORWiN Panowie Warszawski @ZDM_Warszawa przyjmuje wyzwanie Zobaczycie jak zaoramy śródmieście warszawy 

https://t.co/22BICRR5C1",https://twitter.com/dmowski_p/status/1399770808365498368,Sat Jul 04 10:53:17 +0000 2020,1279367570701922304,false,Uprzedzano mnie o Pańskich niewspółmiernych do sytuacji wybuchach emocjonalnych i chorobliwej nadwrażliwości oraz ogromnym ego znacznie większym niż osiągnięcia,5449,586,607,3,Warszawa,Rafał.P.Dmowski,dmowski_p,2798,,https://www.facebook.com/RafalDmowski,false
,Tue Jun 01 16:24:41 +0000 2021,,,https://share.legia.com/7gfS,0,1399763844780728321,,,,pl,,false,,7,1399763484284538884,LegiaWarszawa,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Paweł Wszołek odchodzi z Legii Warszawa. Dziękujemy i życzymy powodzenia.

➡️ https://t.co/kntd8XDyQA https://t.co/zoINR8zCX6",https://twitter.com/Cubon_1916/status/1399763844780728321,Fri Apr 01 19:39:20 +0000 2016,715986925421768704,false,"Od Urodzenia Dumny Z Pochodzenia Mieszkam, w stolicy, więc nie pytaj, za kim jestem, Nie masz Cwaniaka Nad warszawiaka.
Nie gadam o polityce.",25368,91,113,0,"Warszawa, Polska",Jacob,Cubon_1916,15493,,,false
,Tue Jun 01 16:45:26 +0000 2021,,,https://www.instagram.com/p/CPlbIZEM_DJ/?utm_medium=twitter,0,1399769065242120194,,,,pl,,false,,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Właśnie publikuje zdjęcie w: Łazienki Królewskie, Al. Ujazdowskie, 00-001 Warszawa, 波蘭 https://t.co/I28PhmCsE0",https://twitter.com/AvaasiJewelry/status/1399769065242120194,Tue Apr 26 18:26:01 +0000 2011,288360702,false,"AVAASI est. 2007. Bold, Versatile.Exquisite. Sexy, Rare. Timeless....and yet so very now.
Beautiful, cutting edge jewelry designs by - Asia Borycka.",2,60,169,5,New York,Avaasi Jewelry,AvaasiJewelry,597,,http://avaasi.com,false
,Tue Jun 01 17:01:40 +0000 2021,DzieńDziecka,,,0,1399773150662074369,,,,pl,,,,7,1399773031824826373,dobrogowski_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jako @mlodalewica_ postulujemy rozwój sieci żłobków. 

W dzisiejszy #DzieńDziecka pytam ratusz @warszawa o sytuację najmłodszych w stolicy. Żłobki to zapewnienie opieki dzieciom, ale także szybki powrót kobiet do aktywności zawodowej. https://t.co/5leunJrceB",https://twitter.com/JuliaRKaiser/status/1399773150662074369,Sun Jan 03 12:34:48 +0000 2021,1345710088208703488,false,🌈 20 | Rybnik | Parlamentarzystka VI Kadencji @parlament_mrp | @NLSlaskie | Kolektyw @przelom | BJDM Rybnik | @USinKatowice,3761,821,679,4,"Sosnowitz, Polen",Julia Kaiser,JuliaRKaiser,2141,,https://www.facebook.com/JuliaRKaiser/,false
,Tue Jun 01 17:05:45 +0000 2021,,,https://twitter.com/jarek_osowski/status/1399246435686756354,2,1399774180288180224,,,,pl,,false,1399246435686756354,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Obwodnica jest bardzo potrzebna, ale nie jej brak nie powinien być wymówką dla @ZDM_Warszawa ani @WTP_Warszawa przed wprowadzaniem zmian propieszych, prorowerowych i nowych buspasów. https://t.co/Qgw3y4Ojsa",https://twitter.com/DlaPragi/status/1399774180288180224,Thu Oct 03 13:56:19 +0000 2019,1179756816244314112,false,Czas na Porozumienie. Dla Pragi.,887,554,131,5,,PorozumienieDlaPragi 💙💛,DlaPragi,1489,,,false
,Tue Jun 01 17:12:45 +0000 2021,,,,0,1399775942042656770,,,,pl,,,,51,1399756253312729089,PaulinaPLove,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rafał jest Warszawie tak samo potrzebny jak i Pałac Kultury.

Oprócz wysokości, Warszawa nie ma z nich żadnego pożytku.
🤷‍♀️",https://twitter.com/BukowyJar/status/1399775942042656770,Sat Apr 20 10:34:14 +0000 2019,1119549831276576768,false,"Self-made man. Żyć tak, by móc patrzeć w przeszłość bez wstrętu - J. Olszewski PM. 🇵🇱Polak🇵🇱",165314,1168,1729,12,Polska,Bukowy Jar,BukowyJar,40862,,,false
,Tue Jun 01 16:18:31 +0000 2021,,,,0,1399762291931897860,,,,pl,,,,112,1399738039308632071,PR24_pl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stołeczna policja publikuje wizerunek mężczyzny, który okradł 90-letniego powstania warszawskiego Janusza Badurę. Stracił on 23 tys. złotych, kiedy chciał pomóc nieznajomemu, który poprosił go o pieniądze na paliwo.
https://t.co/74x9pS6cNA",https://twitter.com/f1observer1/status/1399762291931897860,Mon Jul 04 20:39:51 +0000 2011,329286290,false,"Polska ojczyzna ma, tęskno mi każdego dnia.",23919,270,694,1,,Sławomir,f1observer1,31764,,,false
,Tue Jun 01 16:30:40 +0000 2021,,,,0,1399765351395700743,,,,pl,,,,51,1399756253312729089,PaulinaPLove,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rafał jest Warszawie tak samo potrzebny jak i Pałac Kultury.

Oprócz wysokości, Warszawa nie ma z nich żadnego pożytku.
🤷‍♀️",https://twitter.com/Robert_R2212/status/1399765351395700743,Sun Jan 25 06:54:33 +0000 2015,2997402700,false,"Hańba wieczna tym, którzy plują na Polskę 🇵🇱 Stanę pierwszy w jej obronie, gdy wróg u bram...sięgnę po broń, by chronić każdego skrawka polskiej ziemi.",70780,6635,4435,0,Zawsze przy biało czerwonej. ,Dumny Polak 🇵🇱,Robert_R2212,87736,,,false
,Tue Jun 01 17:08:12 +0000 2021,,,http://www.rp.pl/Warszawa/306019951-Okradl-powstanca-Rozpoznajesz-go-Zadzwon-na-policje.html,0,1399774794812432390,,,,pl,,false,,6,1399709522650935297,rzeczpospolita,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Okradł powstańca. Rozpoznajesz go? Zadzwoń na policję

https://t.co/dTxqv4U1RS",https://twitter.com/Nela_Polanska/status/1399774794812432390,Mon Apr 18 07:51:03 +0000 2016,721969274789761025,false,,177935,475,387,3,"Warszawa, Polska",Nela Polanska,Nela_Polanska,42229,,,false
,Tue Jun 01 16:57:55 +0000 2021,,,,0,1399772205878333440,,,,pl,,,,6,1399459341976100876,K_Stanowski,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pani @cembrowska, coś dla Pani:

Rzeszów: ""Wiemy, jak będzie wyglądał szósty rzeszowski pomnik Jana Pawła II. Koszt to 400 tys. zł""

Radom: ""Cały pomnik zwieńczy orzeł. Jego koszt szacuje na 200-250 tysięcy złotych"".

Warszawa: ""Koszt inwestycji sięgnie 2,5 mln złotych"".",https://twitter.com/MarekNocny2/status/1399772205878333440,Fri Nov 08 16:17:24 +0000 2013,2182500224,false,"#trzeźwy 1️⃣8️⃣ lat

Diabeł nigdy nie śpi. Nie ociągaj się. Uzbrój się przed nim w modlitwę i ćwicz się w strzelaniu.",137920,1326,880,17,POLSKA / POLAND,Marek Nocny #MuremZaPolskimMundurem ⚔🇵🇱,MarekNocny2,111957,,,false
,Tue Jun 01 16:52:10 +0000 2021,,,,0,1399770761842331648,,,,pl,,,,13,1399770378046689283,Nowa_Platforma,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","📍Sprawdzone"" informacje i ""szokujące"" paski TVP Info już dawno przestały być śmieszne, ta propaganda jest po prostu niebezpieczna - napisał w mediach społecznościowych prezydent Warszawy Rafał .⁦@trzaskowski_⁩  https://t.co/rLeF4zxncu",https://twitter.com/Beata__Ka/status/1399770761842331648,Sat Aug 18 10:47:54 +0000 2012,765498259,false,Polka. Europejka. Liberałka. Feministka. #GoVege💚 #DepecheMode🖤 #Salsa💃🏼🕺🏼 Opinie prywatne. RT nie oznacza poparcia.,33855,17760,1042,95,"Warszawa, Polska",Beata_Ka,Beata__Ka,98712,,,false
,Tue Jun 01 17:00:05 +0000 2021,samesztosy muzyka DJ Warszawa podcast,https://twitter.com/radiokampus/status/1399772752677117961/photo/1,https://ift.tt/2tu5gRx,0,1399772752677117961,,,,pl,,false,,0,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",👉👉👉 Gramy #samesztosy! Posłuchaj naszych audycji muzycznych - wejdź na https://t.co/yMq1sghMYO #muzyka #DJ #Warszawa #podcast https://t.co/IqPEsWXod2,https://twitter.com/radiokampus/status/1399772752677117961,Wed Jun 17 12:10:57 +0000 2009,47939704,false,"Same sztosy! 📻 #Warszawa i okolice - 97,1 FM i https://t.co/V3IDUakInJ #hiphop #alternative #rock #dnb #funk #house #muzyka",1478,4783,2248,117,"Warsaw, Poland","Radio Kampus 97,1 FM",radiokampus,31277,,http://www.radiokampus.fm,false
